20	21	1	32.7129	75.4492	1469	0.134426	1454	1.09924	1407	37	47	72.1297	54	45	3.31884	53	16	1476	1469	74.0792	
21	22	0	53.345	204.414	3843	0.3919	3729	2.958	3582	0	111	189.986	121	109	14.4241	121	172	3875	3843	200.682	
22	23	0	41.2584	204.254	3572	0.375954	3504	3.06351	3390	0	111	193.473	114	109	10.7781	114	83	3587	3572	200.421	
23	24	1	55.5664	94.2312	1499	0.168053	1488	1.43182	1440	36	50	90.4392	53	48	3.79124	52	8	1500	1499	92.4436	
24	25	0	48.3128	202.84	2891	0.409985	2768	2.95695	2679	0	85	187.762	89	83	15.0732	89	148	2916	2891	199.073	
25	26	0	54.8421	215.934	2493	0.403039	2452	3.18143	2376	0	78	205.368	83	76	10.564	83	47	2506	2493	211.907	
26	27	1	28.1174	108.446	1426	0.208261	1419	1.636	1331	29	44	100.835	42	42	7.60936	41	75	1447	1426	106.381	
27	28	0	27.7146	200.656	2406	0.395032	2343	2.98364	2132	0	71	175.994	75	69	24.655	75	224	2431	2406	196.873	
28	29	0	37.7867	210.229	2809	0.418865	2656	3.02583	2544	0	84	189.291	84	82	20.9302	84	226	2854	2809	206.376	
29	30	0	31.7725	206.495	3627	0.372611	3530	2.99881	3414	0	110	193.978	110	108	12.5131	110	132	3656	3627	202.738	
30	31	0	54.6499	200.029	3935	0.365648	3873	2.93431	3738	0	130	189.732	138	128	10.294	138	72	3948	3935	196.361	
31	32	0	51.2845	221.285	3055	0.414875	3025	3.34486	2897	0	98	209.257	101	96	12.0242	101	75	3073	3055	217.078	
32	33	0	41.9082	206.729	3488	0.382562	3443	3.06746	3315	0	110	196.061	109	108	10.6646	109	87	3511	3488	202.879	
33	34	0	60.1937	224.021	2803	0.403198	2743	3.24263	2651	0	91	211.554	91	89	12.4637	91	84	2826	2803	219.928	
34	35	0	48.6686	207.884	2916	0.403369	2854	3.1294	2768	0	85	196.496	87	83	11.3839	87	84	2939	2916	203.932	
35	36	0	70.7438	200.158	3814	0.3831	3717	2.9777	3592	0	112	188.146	117	110	12.0088	117	129	3838	3814	196.424	
36	37	0	45.4095	200.221	3165	0.38252	3115	3.02825	2996	0	103	188.846	108	101	11.3711	108	73	3177	3165	196.406	
37	38	1	45.3045	91.1142	1195	0.16487	1185	1.35654	1149	28	38	87.5208	37	36	3.59258	36	14	1199	1195	89.4096	
38	39	1	57.2997	71.7045	951	0.119696	927	1.06383	899	25	31	67.7095	29	29	3.99416	28	27	954	951	70.381	
39	40	1	66.5386	220.306	4044	0.418081	3878	3.14458	3731	49	122	203.313	134	120	16.988	133	223	4087	4044	216.344	
40	41	0	42.8613	203.04	2730	0.369762	2695	3.01471	2604	0	89	193.54	96	87	9.49834	96	35	2735	2730	199.245	
41	42	1	44.479	85.217	1122	0.152249	1110	1.27376	1069	31	37	81.0748	42	35	4.14128	41	16	1126	1122	83.6189	
42	43	0	62.3405	200.66	2728	0.36494	2710	3.01361	2616	0	84	192.201	82	82	8.45755	82	40	2738	2728	196.874	
43	44	0	61.2068	208.274	2773	0.380599	2757	3.1643	2611	0	86	194.229	90	84	14.039	90	148	2849	2773	204.309	
44	45	0	32.8493	209.79	2802	0.408112	2698	3.15028	2606	0	83	194.819	88	81	14.9668	88	125	2819	2802	205.81	
45	46	0	60.3154	226.718	4065	0.42935	3975	3.30143	3842	0	125	214.217	131	123	12.4967	131	108	4081	4065	222.558	
46	47	0	43.8212	200.176	2477	0.372696	2434	2.9192	2317	0	77	187.171	82	75	13.0014	82	95	2494	2477	196.477	
47	48	1	42.4868	206.514	2815	0.400035	2711	2.99697	2621	32	86	191.843	90	84	14.6663	89	129	2839	2815	202.707	
48	49	1	36.6916	64.8688	1273	0.122372	1253	0.953852	1215	28	41	61.7983	45	39	3.06984	44	19	1278	1273	63.6726	
49	50	0	16.8547	215.773	4249	0.401692	4178	3.18675	4041	0	134	205.025	137	132	10.7445	137	83	4261	4249	211.783	
50	51	0	53.7031	205.565	4024	0.356643	3987	2.99489	3859	0	126	196.966	128	124	8.5967	128	46	4033	4024	201.832	
51	52	0	28.2529	203.515	3777	0.393333	3683	2.98058	3551	0	116	190.53	137	114	12.9815	137	131	3819	3777	199.766	
52	53	0	39.772	199.869	2723	0.370427	2674	2.96244	2585	0	82	189.675	89	80	10.1917	89	59	2733	2723	196.133	
53	54	0	29.5313	201.715	2739	0.387401	2702	3.07949	2590	0	84	190.018	84	82	11.6935	84	100	2774	2739	197.839	
54	55	0	43.4259	204.191	2744	0.37341	2738	3.10749	2606	0	86	193.084	90	84	11.103	90	80	2776	2744	200.294	
55	56	1	51.5317	49.8083	678	0.083784	678	0.747064	657	23	24	48.3039	22	22	1.50414	21	1	679	678	48.8767	
56	57	1	22.8061	26.379	353	0.045991	351	0.401048	341	10	13	25.4265	11	11	0.952281	10	3	354	353	25.8787	
57	58	0	64.8501	200.109	3117	0.38564	2979	2.92848	2886	0	88	185.444	137	86	14.6602	137	149	3172	3117	196.411	
58	59	0	50.2609	202.122	3939	0.381087	3877	2.92622	3738	0	129	191.388	138	127	10.7306	138	85	3961	3939	198.441	
59	60	1	26.4676	19.9754	391	0.035273	391	0.292551	379	14	15	19.3334	13	13	0.641857	12	1	392	391	19.6103	
60	61	0	41.003	203.877	3930	0.38355	3882	2.99507	3736	0	129	193.466	127	127	10.4074	127	84	3947	3930	200.119	
61	62	0	46.1706	201.57	2614	0.386168	2578	3.03375	2482	0	79	191.464	84	77	10.1028	84	59	2625	2614	197.735	
62	63	0	47.4369	212.178	2816	0.39839	2797	3.27318	2691	0	87	202.868	89	85	9.30757	89	44	2824	2816	208.069	
63	64	0	47.3125	215.869	2989	0.397709	2922	3.26041	2820	0	94	203.416	96	92	12.45	96	96	3012	2989	211.785	
64	65	0	24.0652	201.576	3486	0.381586	3431	3.07807	3302	0	108	190.126	113	106	11.446	113	127	3542	3486	197.725	
65	66	0	59.1387	204.694	3379	0.392089	3328	3.05504	3203	0	106	193.445	121	104	11.245	121	67	3391	3379	200.847	
66	67	1	63.3413	144.822	1907	0.260357	1878	2.15367	1820	39	61	138.018	78	59	6.80247	77	18	1915	1907	142.115	
67	68	0	55.1107	206.627	2717	0.374192	2683	3.06683	2595	0	88	197.148	91	86	9.47562	91	43	2729	2717	202.766	
68	69	0	22.431	201.766	3488	0.444888	3217	2.84033	3116	0	73	178.79	130	71	22.9691	130	317	3563	3488	198.108	
69	70	0	31.8675	201.646	3915	0.412355	3782	2.91904	3622	0	111	185.726	142	109	15.9154	142	197	3961	3915	197.943	
70	71	0	51.357	208.176	3990	0.395617	3959	3.13279	3791	0	120	196.276	142	118	11.8952	142	120	4053	3990	204.255	
71	72	1	47.3512	49.6615	970	0.085679	968	0.755447	938	24	33	47.9925	32	31	1.66859	31	2	971	970	48.7263	
72	73	0	55.8093	205.291	3915	0.523074	3818	3.04129	3730	0	70	195.097	86	68	10.1917	86	128	3944	3915	201.355	
73	74	0	49.154	203.077	3827	0.414354	3538	2.80094	3440	0	95	180.13	103	93	22.9388	103	450	3993	3827	199.504	
74	75	0	0	0.431417	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
75	76	0	0	0.431417	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
76	77	0	55.1212	221.701	3869	0.414811	3812	3.29259	3583	0	115	205.194	136	113	16.5018	136	169	3888	3869	217.571	
77	78	0	46.1839	200.498	3840	0.390471	3717	2.91233	3429	0	116	178.669	134	114	21.8215	134	308	3871	3840	196.824	
78	79	0	35.9938	201.547	3905	0.378764	3851	2.94575	3717	0	119	191.657	129	117	9.88769	129	70	3916	3905	197.845	
79	80	0	58.0767	200.684	3014	0.404567	2837	2.89125	2732	0	89	180.605	99	87	20.0716	99	238	3069	3014	196.999	
80	81	0	50.8878	202.048	2460	0.373935	2397	2.97989	2309	0	76	188.601	74	74	13.443	74	112	2495	2460	198.285	
81	82	0	23.8763	203.037	2403	0.378484	2378	3.04444	2269	0	75	191.263	79	73	11.7703	79	88	2436	2403	199.199	
82	83	0	39.6288	216.43	2885	0.42311	2818	3.17076	2723	0	89	204.069	93	87	12.3582	93	80	2896	2885	212.399	
83	84	0	26.5641	200.065	2724	0.383625	2674	2.92248	2588	0	85	189.818	85	83	10.2445	85	60	2733	2724	196.354	
84	85	0	41.7365	202.099	2852	0.386585	2793	2.93651	2698	0	89	190.95	94	87	11.1459	94	73	2865	2852	198.384	
85	86	0	70.5588	206.56	2948	0.398112	2876	3.09256	2762	0	89	193.069	111	87	13.4861	111	96	2969	2948	202.661	
86	87	0	29.0276	203.101	3423	0.372216	3386	3.07856	3239	0	109	191.422	111	107	11.6756	111	134	3484	3423	199.259	
87	88	1	46.5593	33.1399	647	0.05526	647	0.494235	627	22	23	32.0947	21	21	1.04492	20	1	648	647	32.529	
88	89	0	44.1358	213.553	2899	0.388808	2867	3.22079	2773	0	94	203.278	96	92	10.2717	96	48	2917	2899	209.514	
89	90	1	53.717	65.2819	743	0.10652	743	1.01029	720	25	26	63.1963	24	24	2.0853	23	1	744	743	64.0307	
90	91	1	34.3841	50.6724	984	0.090093	982	0.793368	950	29	33	48.8891	32	31	1.78293	31	4	985	984	49.6927	
91	92	0	53.2947	207.895	3982	0.380634	3916	3.14919	3780	0	131	196.829	135	129	11.0626	135	94	4009	3982	203.977	
92	93	0	26.9944	210.998	4048	0.424852	3921	3.06452	3722	0	119	193.213	139	117	17.779	139	238	4099	4048	207.119	
93	94	0	49.2515	200.247	3862	0.390817	3781	2.8927	3654	0	122	189.344	124	120	10.8994	124	96	3874	3862	196.585	
94	95	0	44.5179	201.699	2805	0.397949	2719	2.96243	2623	0	90	188.007	93	88	13.6873	93	103	2819	2805	197.934	
95	96	0	27.9447	203.996	3029	0.37726	3002	3.02757	2864	0	90	191.314	108	88	12.678	108	116	3088	3029	200.195	
96	97	0	27.9242	206.582	2831	0.409708	2789	3.09834	2545	0	82	185.164	81	80	21.4104	81	285	2911	2831	202.654	
97	98	0	42.1399	204.153	2654	0.411895	2521	2.95511	2302	0	76	175.423	82	74	28.7205	82	352	2736	2654	200.378	
98	99	0	39.8129	209.197	2553	0.400361	2442	3.01557	2361	0	78	191.328	81	76	17.8625	81	181	2623	2553	205.361	
99	100	0	45.1277	212.366	2201	0.395316	2145	3.15019	2060	0	69	198.18	81	67	14.1812	81	84	2225	2201	208.384	
